	Lagrangian mass coordinate (Msun)	Radius coordinate (Rsun)	Luminosity (Lsun)	Total pressure (N m-2)	Density (kg m-3)	Temperature (K)	Specific internal energy (J kg-1)	Specific entropy (J K-1 kg-1)	Specific heat at constant pressure (J K-1 kg-1)	First adiabatic exponent	Adiabatic temperature gradient	Mean molecular weight (see note below)	Electron number density (m-3)	Electron pressure (N m-2)	Radiation pressure (N m-2)	Radiative temperature gradient	Material temperature gradient	Convective velocity (m s-1)	Rosseland mean opacity (m2 kg-1)	Power per unit mass from all nuclear reactions, excluding neutrino losses (W kg-1)	Power per unit mass from PP chain (W kg-1)	Power per unit mass from CNO cycle (W kg-1)	Power per unit mass from triple-alpha reaction (W kg-1)	Power loss per unit mass in nuclear neutrinos (W kg-1)	Power loss per unit mass in non-nuclear neutrinos (W kg-1)	Power per unit mass from gravitational contraction (W kg-1)	Hydrogen mass fraction (all ionization stages)	Molecular hydrogen mass fraction	Singly-ionized hydrogen mass fraction	Helium mass fraction (all ionization stages)	Singly-ionized helium mass fraction	Doubly-ionized helium mass fraction	Carbon mass fraction	Nitrogren mass fraction	Oxygen mass fraction	Electron degeneracy parameter
	4.99996659E+00	2.50160020E+00	5.32552044E+02	3.45374046E+09	4.91449744E-05	5.01246706E+05	1.26119672E+14	2.56391625E+09	4.69625036E+08	1.60715012E+00	3.56893330E-01	6.19236422E-01	2.51315428E+19	1.72950530E+09	1.59201138E+08	1.97612893E-01	1.97612893E-01	0.00000000E+00	4.44935059E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	5.09571823E-15	6.98463258E-01	2.80000912E-01	2.87390606E-05	2.81364045E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-1.11360049E+01
	4.99993949E+00	2.47071542E+00	5.32552044E+02	6.52511553E+09	8.23860962E-05	5.68362067E+05	1.39419355E+14	2.51660724E+09	4.51595975E+08	1.61315567E+00	3.61160181E-01	6.19240548E-01	4.21297091E+19	3.28749579E+09	2.63172425E+08	1.94529506E-01	1.94529506E-01	0.00000000E+00	3.83230608E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	1.33974500E-14	6.98453907E-01	2.80000912E-01	3.43710284E-05	2.81358413E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-1.08078851E+01
	4.99989078E+00	2.43670716E+00	5.32552044E+02	1.23495482E+10	1.38266396E-04	6.44422487E+05	1.54494560E+14	2.46954786E+09	4.35928677E+08	1.61876475E+00	3.65154727E-01	6.19246169E-01	7.07039505E+19	6.25556656E+09	4.34933428E+08	1.96684287E-01	1.96684287E-01	0.00000000E+00	3.38344934E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	3.56845278E-14	6.98441127E-01	2.80000912E-01	4.18867414E-05	2.81350897E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-1.04785520E+01
	4.99980390E+00	2.39937493E+00	5.32552044E+02	2.33787650E+10	2.31230363E-04	7.32668631E+05	1.72144417E+14	2.42410231E+09	4.23489456E+08	1.62350685E+00	3.68536741E-01	6.19253552E-01	1.18239355E+20	1.18938587E+10	7.26725557E+08	2.03285725E-01	2.03285725E-01	0.00000000E+00	3.08650156E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	9.36736000E-14	6.98424235E-01	2.80000912E-01	5.13249939E-05	2.81341458E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-1.01568750E+01
	4.99965028E+00	2.35841219E+00	5.32552044E+02	4.42264183E+10	3.84545562E-04	8.36243386E+05	1.93062111E+14	2.38073548E+09	4.14003881E+08	1.62731129E+00	3.71252331E-01	6.19263039E-01	1.96631160E+20	2.25755987E+10	1.23330595E+09	2.09367531E-01	2.09367531E-01	0.00000000E+00	2.85164719E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	2.39533622E-13	6.98402384E-01	2.80000912E-01	6.28820433E-05	2.81329900E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-9.84662341E+00
	4.99938133E+00	2.31347986E+00	5.32552044E+02	8.35430071E+10	6.35823449E-04	9.57878323E+05	2.17796362E+14	2.33928402E+09	4.06758761E+08	1.63033497E+00	3.73411974E-01	6.19275139E-01	3.25105966E+20	4.27554006E+10	2.12315364E+09	2.15550651E-01	2.15550651E-01	0.00000000E+00	2.67543682E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	0.00000000E+00	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	5.96910057E-13	6.98374368E-01	2.80000912E-01	7.70204162E-05	2.81315760E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-9.54753545E+00
	4.99891621E+00	2.26426641E+00	5.32552044E+02	1.57432212E+11	1.04432508E-03	1.10117280E+06	2.47103722E+14	2.29980066E+09	4.01362387E+08	1.63265615E+00	3.75071457E-01	6.19290366E-01	5.33953943E+20	8.07266330E+10	3.70818968E+09	2.22474675E-01	2.22474675E-01	0.00000000E+00	2.55907232E+00	7.67450722E-12	7.67450722E-12	1.27829243E-36	0.00000000E+00	1.52158044E-13	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	1.44507427E-12	6.98338948E-01	2.80000912E-01	9.41551287E-05	2.81298623E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-9.26052944E+00
	4.99812336E+00	2.21050234E+00	5.32552044E+02	2.95639068E+11	1.70312769E-03	1.26985245E+06	2.81755694E+14	2.26217305E+09	3.97413665E+08	1.63439186E+00	3.76314745E-01	6.19309357E-01	8.70742958E+20	1.51810977E+11	6.55772333E+09	2.27779493E-01	2.27779493E-01	0.00000000E+00	2.46700844E+00	5.20229510E-11	5.20229510E-11	8.89468867E-34	0.00000000E+00	1.03142915E-12	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	3.39998231E-12	6.98294610E-01	2.80000912E-01	1.14857681E-04	2.81277918E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-8.98532225E+00
	4.99679484E+00	2.15202085E+00	5.32552044E+02	5.52499692E+11	2.75687275E-03	1.46767033E+06	3.22523105E+14	2.22620811E+09	3.94556691E+08	1.63566531E+00	3.77230603E-01	6.19332912E-01	1.40937987E+21	2.84000766E+11	1.17018385E+10	2.33155444E-01	2.33155444E-01	0.00000000E+00	2.41055429E+00	3.33529879E-10	3.33529879E-10	5.05490684E-31	0.00000000E+00	6.61270521E-12	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	7.79303458E-12	6.98239461E-01	2.80000912E-01	1.39899355E-04	2.81252871E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-8.72097652E+00
	4.99461376E+00	2.08880119E+00	5.32552044E+02	1.02571418E+12	4.42276750E-03	1.69967905E+06	3.70495203E+14	2.19203628E+09	3.92696760E+08	1.63649689E+00	3.77835661E-01	6.19361765E-01	2.26082513E+21	5.27594815E+11	2.10478495E+10	2.39140458E-01	2.39140458E-01	0.00000000E+00	2.39438572E+00	2.01077129E-09	2.01077129E-09	2.32168858E-28	0.00000000E+00	3.98664068E-11	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	1.73535988E-11	6.98171749E-01	2.80000912E-01	1.69907416E-04	2.81222856E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-8.46859786E+00
	4.99111865E+00	2.02098481E+00	5.32552045E+02	1.88729956E+12	7.01686308E-03	1.97196715E+06	4.27017480E+14	2.15991636E+09	3.91839506E+08	1.63686754E+00	3.78120349E-01	6.19396666E-01	3.58648745E+21	9.71046604E+11	3.81363164E+10	2.46075428E-01	2.46075428E-01	0.00000000E+00	2.42449798E+00	1.13961293E-08	1.13961293E-08	8.54475287E-26	0.00000000E+00	2.25944506E-10	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	3.74304115E-11	6.98089683E-01	2.80000912E-01	2.05522200E-04	2.81187230E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-8.23010863E+00
	4.98567338E+00	1.94896245E+00	5.32552045E+02	3.43204779E+12	1.10007928E-02	2.28769502E+06	4.92740706E+14	2.12950607E+09	3.91661729E+08	1.63691589E+00	3.78188475E-01	6.19439556E-01	5.62202916E+21	1.76590627E+12	6.90768537E+10	2.47942397E-01	2.47942397E-01	0.00000000E+00	2.43058951E+00	5.97132486E-08	5.97132486E-08	2.37814155E-23	0.00000000E+00	1.18390026E-09	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	7.91074853E-11	6.97988732E-01	2.80000912E-01	2.48833859E-04	2.81143903E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-8.00343473E+00
	4.97745730E+00	1.87358727E+00	5.32552045E+02	6.14799440E+12	1.70771541E-02	2.64066124E+06	5.66073380E+14	2.09935159E+09	3.91210350E+08	1.63707887E+00	3.78354617E-01	6.19495789E-01	8.72588743E+21	3.16377326E+12	1.22628327E+11	2.40924631E-01	2.40924631E-01	0.00000000E+00	2.33670487E+00	2.79670828E-07	2.79670828E-07	4.29583070E-21	0.00000000E+00	5.54487277E-09	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	1.69587760E-10	6.97856443E-01	2.80000912E-01	3.05790308E-04	2.81086921E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-7.77914173E+00
	4.96549602E+00	1.79633034E+00	5.32552047E+02	1.08060565E+13	2.62898861E-02	3.01726676E+06	6.43695656E+14	2.06803345E+09	3.89575119E+08	1.63778549E+00	3.78921696E-01	6.19574473E-01	1.34300575E+22	5.56394988E+12	2.09023384E+11	2.28192217E-01	2.28192217E-01	0.00000000E+00	2.14115882E+00	1.14423415E-06	1.14423415E-06	4.50217043E-19	0.00000000E+00	2.26860729E-08	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	3.80631265E-10	6.97671554E-01	2.80000912E-01	3.86139294E-04	2.81006527E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-7.54800380E+00
	4.94875361E+00	1.71911078E+00	5.32552049E+02	1.85484049E+13	4.00310983E-02	3.40578577E+06	7.22892509E+14	2.03548208E+09	3.86692329E+08	1.63909764E+00	3.79915088E-01	6.19685505E-01	2.04427158E+22	9.56001837E+12	3.39319913E+11	2.16870418E-01	2.16870418E-01	0.00000000E+00	1.91803577E+00	4.06696033E-06	4.06696033E-06	2.69070578E-17	0.00000000E+00	8.06332850E-08	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	8.91381886E-10	6.97410855E-01	2.80000912E-01	4.99938927E-04	2.80892644E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-7.30963086E+00
	4.92629416E+00	1.64389345E+00	5.32552052E+02	3.09291742E+13	5.99093445E-02	3.80087804E+06	8.02662183E+14	2.00283569E+09	3.83179927E+08	1.64077968E+00	3.81120376E-01	6.19833974E-01	3.05800116E+22	1.59602083E+13	5.26351399E+11	2.09616290E-01	2.09616290E-01	0.00000000E+00	1.71676400E+00	1.27171110E-05	1.27171110E-05	9.87651562E-16	0.00000000E+00	2.52134852E-07	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	2.08972252E-09	6.97062342E-01	2.80000912E-01	6.51731550E-04	2.80740707E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-7.07160581E+00
	4.89748254E+00	1.57234987E+00	5.32552057E+02	4.98483448E+13	8.75466209E-02	4.19890470E+06	8.82506159E+14	1.97133186E+09	3.79601958E+08	1.64261595E+00	3.82317647E-01	6.20014434E-01	4.46623735E+22	2.57520629E+13	7.83942324E+11	2.05170529E-01	2.05170529E-01	0.00000000E+00	1.54375726E+00	3.53797164E-05	3.53797164E-05	2.37837927E-14	0.00000000E+00	7.01453304E-07	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	4.64408402E-09	6.96638706E-01	2.80000912E-01	8.35028114E-04	2.80557184E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-6.84225545E+00
	4.86214405E+00	1.50567935E+00	5.32552062E+02	7.73538695E+13	1.24316459E-01	4.59532536E+06	9.61734624E+14	1.94184707E+09	3.76253799E+08	1.64448089E+00	3.83376062E-01	6.20207813E-01	6.33830533E+22	3.99985052E+13	1.12461820E+12	2.03078111E-01	2.03078111E-01	0.00000000E+00	1.40239954E+00	8.82097942E-05	8.82097938E-05	3.94218284E-13	0.00000000E+00	1.74888491E-06	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	9.33788021E-09	6.96184622E-01	2.80000912E-01	1.02962098E-03	2.80362286E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-6.62754728E+00
	4.82059196E+00	1.44453112E+00	5.32552065E+02	1.15375169E+14	1.71110645E-01	4.98544353E+06	1.03958920E+15	1.91487494E+09	3.73256849E+08	1.64627020E+00	3.84254380E-01	6.20385918E-01	8.71934865E+22	5.96986930E+13	1.55795622E+12	2.02161484E-01	2.02161484E-01	0.00000000E+00	1.28558101E+00	1.98818432E-04	1.98818427E-04	4.67846410E-12	0.00000000E+00	3.94185896E-06	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	1.65296349E-08	6.95766156E-01	2.80000912E-01	1.20662418E-03	2.80184948E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-6.43085801E+00
	4.77350192E+00	1.38902892E+00	5.32552065E+02	1.65517343E+14	2.28280406E-01	5.36535757E+06	1.11542006E+15	1.89056315E+09	3.70647306E+08	1.64787375E+00	3.84976938E-01	6.20522769E-01	1.16276823E+23	8.56827600E+13	2.08994436E+12	2.02450203E-01	2.02450203E-01	0.00000000E+00	1.19207697E+00	4.08497222E-04	4.08497181E-04	4.13748412E-11	0.00000000E+00	8.09904133E-06	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	2.56109868E-08	6.95444191E-01	2.80000912E-01	1.34013099E-03	2.80051150E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-6.25318199E+00
	4.72170639E+00	1.33889326E+00	5.32552056E+02	2.29005232E+14	2.95754975E-01	5.73268246E+06	1.18882955E+15	1.86881190E+09	3.68424823E+08	1.64920143E+00	3.85592619E-01	6.20603993E-01	1.50608080E+23	1.18586137E+14	2.72377724E+12	2.03028918E-01	2.03028918E-01	0.00000000E+00	1.11388622E+00	7.73933423E-04	7.73933139E-04	2.84245257E-10	0.00000000E+00	1.53443447E-05	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	3.50770860E-08	6.95252446E-01	2.80000912E-01	1.41643685E-03	2.79974661E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-6.09380178E+00
	4.66601178E+00	1.29360661E+00	5.32552033E+02	3.06760607E+14	3.73264868E-01	6.08623470E+06	1.25960665E+15	1.84935886E+09	3.66558891E+08	1.65022018E+00	3.86145865E-01	6.20628732E-01	1.90064209E+23	1.58892740E+14	3.46046789E+12	2.03980963E-01	2.03980963E-01	0.00000000E+00	1.04888649E+00	1.36571346E-03	1.36571189E-03	1.56229668E-09	0.00000000E+00	2.70772791E-05	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	4.32323837E-08	6.95193024E-01	2.80000912E-01	1.43554204E-03	2.79955504E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-5.95087656E+00
	4.60709409E+00	1.25255995E+00	5.32551985E+02	3.99531661E+14	4.60495011E-01	6.42617345E+06	1.32778300E+15	1.83190263E+09	3.65008386E+08	1.65094903E+00	3.86660529E-01	6.20605279E-01	2.34498155E+23	2.07002197E+14	4.30080563E+12	2.04997871E-01	2.04997871E-01	0.00000000E+00	9.93191226E-01	2.27218684E-03	2.27217968E-03	7.16037498E-09	0.00000000E+00	4.50496327E-05	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	4.88761955E-08	6.95246611E-01	2.80000912E-01	1.40645146E-03	2.79984659E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-5.82229387E+00
	4.54546947E+00	1.21515028E+00	5.32551899E+02	5.08008563E+14	5.57202373E-01	6.75325853E+06	1.39349131E+15	1.81613995E+09	3.63722319E+08	1.65144214E+00	3.87145324E-01	6.20545850E-01	2.83796285E+23	2.63288479E+14	5.24558038E+12	2.06020274E-01	2.06020274E-01	0.00000000E+00	9.44646053E-01	3.59127612E-03	3.59124797E-03	2.81545680E-08	0.00000000E+00	7.12033085E-05	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	5.15786962E-08	6.95384700E-01	2.80000912E-01	1.34183373E-03	2.80049423E-01	3.52001146E-03	1.05992938E-03	1.00400327E-02	-5.70592537E+00
	4.48150958E+00	1.18083182E+00	5.32551759E+02	6.32898327E+14	6.63225081E-01	7.06882498E+06	1.45697921E+15	1.80181277E+09	3.62653768E+08	1.65176166E+00	3.87598731E-01	6.20462635E-01	3.37882469E+23	3.28135973E+14	6.29693134E+12	2.07263893E-01	2.07263893E-01	0.00000000E+00	9.02819645E-01	5.44083767E-03	5.44074032E-03	9.73455456E-08	0.00000000E+00	1.07876306E-04	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	5.15435474E-08	6.95578800E-01	2.80000912E-01	1.25409828E-03	2.80137349E-01	3.52001145E-03	1.05992939E-03	1.00400327E-02	-5.59995332E+00
	4.41547418E+00	1.14913367E+00	5.32551542E+02	7.74961173E+14	7.78453093E-01	7.37465489E+06	1.51859155E+15	1.78872015E+09	3.61765135E+08	1.65196209E+00	3.88014701E-01	6.20365931E-01	3.96703583E+23	4.01955828E+14	7.45945069E+12	2.08911974E-01	2.08911974E-01	0.00000000E+00	8.67412696E-01	7.95353998E-03	7.95323737E-03	3.02615675E-07	0.00000000E+00	1.57702530E-04	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	4.93315874E-08	6.95804807E-01	2.80000912E-01	1.15360096E-03	2.80238050E-01	3.52001142E-03	1.05992942E-03	1.00400327E-02	-5.50295522E+00
	4.34754439E+00	1.11966013E+00	5.32551218E+02	9.35020589E+14	9.02824147E-01	7.67252529E+06	1.57867536E+15	1.77669950E+09	3.61024755E+08	1.65208654E+00	3.88388025E-01	6.20263662E-01	4.60228195E+23	4.85190018E+14	8.73963622E+12	2.10832008E-01	2.10832008E-01	0.00000000E+00	8.36972531E-01	1.13059924E-02	1.13051314E-02	8.60994316E-07	0.00000000E+00	2.24192306E-04	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	4.56235568E-08	6.96044145E-01	2.80000912E-01	1.04823311E-03	2.80343614E-01	3.52001134E-03	1.05992952E-03	1.00400327E-02	-5.41377437E+00
	4.27785017E+00	1.09208400E+00	5.32550749E+02	1.11395812E+15	1.03634082E+00	7.96380355E+06	1.63749309E+15	1.76560689E+09	3.60403463E+08	1.65216762E+00	3.88717107E-01	6.20161498E-01	5.28456082E+23	5.78308705E+14	1.01443026E+13	2.12770693E-01	2.12770693E-01	0.00000000E+00	8.09747367E-01	1.56906132E-02	1.56883367E-02	2.27648763E-06	0.00000000E+00	3.11181026E-04	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	4.10628754E-08	6.96283488E-01	2.80000912E-01	9.43594338E-04	2.80448430E-01	3.52001112E-03	1.05992978E-03	1.00400327E-02	-5.33138272E+00
	4.20649095E+00	1.06613731E+00	5.32550089E+02	1.31269965E+15	1.17905060E+00	8.24952013E+06	1.69523988E+15	1.75531850E+09	3.59876534E+08	1.65222771E+00	3.89003106E-01	6.20063204E-01	6.01408861E+23	6.81803021E+14	1.16803213E+13	2.14733225E-01	2.14733225E-01	0.00000000E+00	7.85177776E-01	2.12585689E-02	2.12529220E-02	5.64682829E-06	0.00000000E+00	4.21710270E-04	-0.00000000E+00	-0.00000000E+00	7.00002280E-01	3.61701894E-08	6.96513965E-01	2.80000912E-01	8.43361458E-04	2.80548815E-01	3.52001056E-03	1.05993044E-03	1.00400327E-02	-5.25489171E+00
	4.13355032E+00	1.04160092E+00	5.32549183E+02	1.53219708E+15	1.33098462E+00	8.53069709E+06	1.75211547E+15	1.74574048E+09	3.59426875E+08	1.65227933E+00	3.89247850E-01	6.19971068E-01	6.79099309E+23	7.96174791E+14	1.33560528E+13	2.16945148E-01	2.16945148E-01	0.00000000E+00	7.63654261E-01	2.83007158E-02	2.82874749E-02	1.32408530E-05	0.00000000E+00	5.61638629E-04	-0.00000000E+00	-0.00000000E+00	7.00002279E-01	3.13187185E-08	6.96730168E-01	2.80000912E-01	7.49732147E-04	2.80642571E-01	3.52000918E-03	1.05993204E-03	1.00400327E-02	-5.18362341E+00
	4.05910613E+00	1.01829498E+00	5.32547959E+02	1.77340844E+15	1.49212782E+00	8.80837806E+06	1.80832958E+15	1.73680390E+09	3.59043539E+08	1.65232780E+00	3.89453420E-01	6.19886317E-01	7.61516477E+23	9.21925995E+14	1.51818197E+13	2.19441458E-01	2.19441458E-01	0.00000000E+00	7.44946791E-01	3.71490532E-02	3.71193967E-02	2.96565111E-05	0.00000000E+00	7.40078988E-04	-0.00000000E+00	-0.00000000E+00	7.00002279E-01	2.67498468E-08	6.96929169E-01	2.80000912E-01	6.63851731E-04	2.80728555E-01	3.52000600E-03	1.05993576E-03	1.00400327E-02	-5.11707623E+00
	3.98323708E+00	9.96071128E-01	5.32546334E+02	2.03727820E+15	1.66243952E+00	9.08340479E+06	1.86405189E+15	1.72845047E+09	3.58717881E+08	1.65237499E+00	3.89622801E-01	6.19809451E-01	8.48636379E+23	1.05954946E+15	1.71685934E+13	2.22089087E-01	2.22089087E-01	0.00000000E+00	7.28299796E-01	4.80201608E-02	4.79563415E-02	6.38192103E-05	0.00000000E+00	9.58528417E-04	-0.00000000E+00	-0.00000000E+00	7.00002278E-01	2.26017711E-08	6.97109763E-01	2.80000912E-01	5.86145995E-04	2.80806344E-01	3.51999894E-03	1.05994400E-03	1.00400327E-02	-5.05482434E+00
	3.90602676E+00	9.74806621E-01	5.32544209E+02	2.32471828E+15	1.84186431E+00	9.35635463E+06	1.91939770E+15	1.72062697E+09	3.58442199E+08	1.65242109E+00	3.89759743E-01	6.19740473E-01	9.40427703E+23	1.20951976E+15	1.93271021E+13	2.24797428E-01	2.24797428E-01	0.00000000E+00	7.13160250E-01	6.13344859E-02	6.12023980E-02	1.32087934E-04	0.00000000E+00	1.22764217E-03	-0.00000000E+00	-0.00000000E+00	7.00002275E-01	1.89365828E-08	6.97271905E-01	2.80000912E-01	5.16559551E-04	2.80875996E-01	3.51998385E-03	1.05996160E-03	1.00400327E-02	-4.99647879E+00
	3.82756602E+00	9.54399496E-01	5.32541465E+02	2.63658986E+15	2.03030935E+00	9.62767417E+06	1.97445659E+15	1.71328819E+09	3.58210495E+08	1.65246507E+00	3.89867950E-01	6.19679076E-01	1.03684034E+24	1.37228366E+15	2.16683369E+13	2.27618192E-01	2.27618192E-01	0.00000000E+00	6.99486061E-01	7.75297164E-02	7.72646387E-02	2.65077700E-04	0.00000000E+00	1.55773961E-03	-0.00000000E+00	-0.00000000E+00	7.00002270E-01	1.57637501E-08	6.97416297E-01	2.80000912E-01	4.54731932E-04	2.80937875E-01	3.51995263E-03	1.05999804E-03	1.00400327E-02	-4.94170814E+00
	3.74795412E+00	9.34764499E-01	5.32537964E+02	2.97368602E+15	2.22761754E+00	9.89779559E+06	2.02931731E+15	1.70639885E+09	3.58018903E+08	1.65250481E+00	3.89950560E-01	6.19624764E-01	1.13779163E+24	1.54825074E+15	2.42043801E+13	2.30624225E-01	2.30624225E-01	0.00000000E+00	6.87333169E-01	9.70043078E-02	9.64884919E-02	5.15815902E-04	0.00000000E+00	1.95938462E-03	-0.00000000E+00	-0.00000000E+00	7.00002259E-01	1.30597222E-08	6.97544078E-01	2.80000912E-01	4.00126932E-04	2.80992520E-01	3.51989015E-03	1.06007095E-03	1.00400327E-02	-4.89025230E+00
	3.66729907E+00	9.15829774E-01	5.32533547E+02	3.33671592E+15	2.43356592E+00	1.01671202E+07	2.08406363E+15	1.69993069E+09	3.57864922E+08	1.65253783E+00	3.90010226E-01	6.19576951E-01	1.24316565E+24	1.73778529E+15	2.69483310E+13	2.33819475E-01	2.33819475E-01	0.00000000E+00	6.76569650E-01	1.20312862E-01	1.19335274E-01	9.77588517E-04	0.00000000E+00	2.44811496E-03	6.54668011E-08	-0.00000000E+00	7.00002239E-01	1.07828154E-08	6.97656614E-01	2.80000912E-01	3.52121260E-04	2.81040556E-01	3.51976828E-03	1.06021316E-03	1.00400327E-02	-4.84190218E+00
	3.58571726E+00	8.97534321E-01	5.32528025E+02	3.72629076E+15	2.64788184E+00	1.04359496E+07	2.13875893E+15	1.69385841E+09	3.57746415E+08	1.65256196E+00	3.90049375E-01	6.19535014E-01	1.35282132E+24	1.94119958E+15	2.99135484E+13	2.37141518E-01	2.37141518E-01	0.00000000E+00	6.66886916E-01	1.48182701E-01	1.46371091E-01	1.81161016E-03	0.00000000E+00	3.04592936E-03	7.63974179E-08	-0.00000000E+00	7.00002200E-01	8.88334828E-09	6.97755358E-01	2.80000912E-01	3.10062078E-04	2.81082639E-01	3.51953650E-03	1.06048364E-03	1.00400327E-02	-4.79647053E+00
	3.50333277E+00	8.79826078E-01	5.32521181E+02	4.14291174E+15	2.87025373E+00	1.07044657E+07	2.19344160E+15	1.68815796E+09	3.57661218E+08	1.65257559E+00	3.90070291E-01	6.19498338E-01	1.46659796E+24	2.15874796E+15	3.31131137E+13	2.40542681E-01	2.40542681E-01	0.00000000E+00	6.58037774E-01	1.81404000E-01	1.78128397E-01	3.27560310E-03	0.00000000E+00	3.78024944E-03	8.89892450E-08	-0.00000000E+00	7.00002128E-01	7.31003904E-09	6.97841753E-01	2.80000912E-01	2.73304189E-04	2.81119416E-01	3.51910613E-03	1.06098585E-03	1.00400327E-02	-4.75377970E+00
	3.42027622E+00	8.62660370E-01	5.32512753E+02	4.58695973E+15	3.10032740E+00	1.09727723E+07	2.24813388E+15	1.68280713E+09	3.57607341E+08	1.65257752E+00	3.90074999E-01	6.19466341E-01	1.58431337E+24	2.39062151E+15	3.65599437E+13	2.44016551E-01	2.44016551E-01	0.00000000E+00	6.49906497E-01	2.21198365E-01	2.15381154E-01	5.81721080E-03	0.00000000E+00	4.69537274E-03	1.03502305E-07	-0.00000000E+00	7.00001997E-01	6.01383789E-09	6.97917171E-01	2.80000912E-01	2.41233916E-04	2.81151500E-01	3.51832302E-03	1.06189969E-03	1.00400327E-02	-4.71366618E+00
	3.33668364E+00	8.45998617E-01	5.32502435E+02	5.05868699E+15	3.33770050E+00	1.12409358E+07	2.30285046E+15	1.67778625E+09	3.57583139E+08	1.65256686E+00	3.90065195E-01	6.19438490E-01	1.70576090E+24	2.63694354E+15	4.02670591E+13	2.47572872E-01	2.47572872E-01	0.00000000E+00	6.42433867E-01	2.68678793E-01	2.58592937E-01	1.00858562E-02	0.00000000E+00	5.84168079E-03	1.20216866E-07	-0.00000000E+00	7.00001765E-01	4.95004742E-09	6.97982873E-01	2.80000913E-01	2.13282954E-04	2.81179462E-01	3.51693165E-03	1.06352335E-03	1.00400327E-02	-4.67598491E+00
